PROVINCIA,TOTAL,HOMBRES_MENOS_25,HOMBRES_25_44,HOMBRES_MAS_45,MUJERES_MENOS_25,MUJERES_25_44,MUJERES_MAS_45,AGRICULTURA,INDUSTRIA,CONSTRUCCION,SERVICIOS,SIN_EMPLEO_ANTERIOR,MONTH,YEAR
AVILA,6497,424,899,948,556,2408,1262,391,740,894,3584,888,6,2005
AVILA,6539,390,851,1040,462,2432,1364,404,751,869,3617,898,6,2006
AVILA,6748,396,913,1044,460,2463,1472,361,923,862,3532,1070,6,2007
AVILA,8432,564,1574,1415,463,2745,1671,456,1107,1635,4121,1113,6,2008
AVILA,11750,962,2671,2185,675,3223,2034,643,1205,3099,5759,1044,6,2009
AVILA,6353,368,872,943,534,2355,1281,360,722,883,3541,847,7,2005
AVILA,6406,375,883,1005,427,2349,1367,356,791,829,3559,871,7,2006
AVILA,6629,354,972,1060,407,2409,1427,336,969,902,3493,929,7,2007
AVILA,8189,499,1628,1398,404,2661,1599,415,1036,1696,4020,1022,7,2008
AVILA,11309,887,2566,2131,660,3094,1971,581,1112,3020,5512,1084,7,2009
AVILA,6433,401,964,917,525,2348,1278,372,737,911,3564,849,8,2005
AVILA,6336,353,867,1011,398,2344,1363,358,801,826,3520,831,8,2006
AVILA,6563,342,1002,1011,407,2422,1379,343,983,887,3464,886,8,2007
AVILA,8430,522,1739,1477,404,2683,1605,417,1110,1850,4047,1006,8,2008
AVILA,11321,877,2585,2094,661,3124,1980,583,1131,2966,5506,1135,8,2009
AVILA,6608,423,940,921,572,2455,1297,403,750,902,3664,889,9,2005
AVILA,6489,371,840,1014,453,2432,1379,425,822,795,3552,895,9,2006
AVILA,6877,366,1026,1034,428,2572,1451,395,1006,899,3605,972,9,2007
AVILA,8976,597,1868,1538,459,2833,1681,457,1136,1982,4236,1165,9,2008
AVILA,11929,967,2755,2148,739,3286,2034,556,1209,3072,5841,1251,9,2009
AVILA,6753,431,1022,988,557,2471,1284,314,823,949,3873,794,10,2005
AVILA,6398,359,868,1008,456,2349,1358,284,809,789,3605,911,10,2006
AVILA,6979,400,1032,1066,442,2570,1469,302,970,958,3739,1010,10,2007
AVILA,9626,678,2075,1678,497,2953,1745,437,1219,2186,4579,1205,10,2008
AVILA,12412,991,2934,2211,794,3354,2128,589,1215,3191,6107,1310,10,2009
AVILA,7197,422,1033,1068,632,2675,1367,412,834,992,4116,843,11,2005
AVILA,6832,368,940,1060,486,2542,1436,389,887,835,3800,921,11,2006
AVILA,7271,410,1140,1124,468,2625,1504,393,938,1069,3879,992,11,2007
AVILA,10347,765,2344,1797,528,3117,1796,558,1241,2467,4876,1205,11,2008
AVILA,7290,444,1123,1077,592,2676,1378,438,847,1041,4108,856,12,2005
AVILA,6836,394,1065,1075,446,2437,1419,390,929,938,3699,880,12,2006
AVILA,7483,453,1315,1173,430,2566,1546,431,934,1226,3939,953,12,2007
AVILA,11003,850,2670,2012,520,3128,1823,597,1341,2826,5062,1177,12,2008
A CORUÑA,72351,3753,12905,11487,4425,25013,14768,1824,11205,8361,41017,9944,1,2006
A CORUÑA,66690,3126,11192,10739,3758,22672,15203,1598,10527,7182,37899,9484,1,2007
A CORUÑA,64880,2899,11269,10644,3018,21163,15887,1665,10284,7380,36576,8975,1,2008
A CORUÑA,79410,4411,17343,13575,3298,23840,16943,1859,11997,13133,45949,6472,1,2009
A CORUÑA,71249,3596,12465,11359,4425,24703,14701,1822,11018,8043,40395,9971,2,2006
A CORUÑA,65814,3029,10765,10603,3744,22502,15171,1566,10526,6922,37294,9506,2,2007
A CORUÑA,65174,2969,11159,10630,3131,21347,15938,1635,10122,7366,36892,9159,2,2008
A CORUÑA,81171,4528,17879,13876,3429,24373,17086,1796,12219,13664,46790,6702,2,2009
A CORUÑA,70377,3490,11961,11261,4466,24477,14722,1825,10978,7727,39882,9965,3,2006
A CORUÑA,65447,2903,10701,10461,3699,22424,15259,1623,10364,6748,37157,9555,3,2007
A CORUÑA,64958,2890,11217,10718,3050,21179,15904,1652,10384,7471,36405,9046,3,2008
A CORUÑA,83592,4678,18545,14201,3637,25203,17328,1813,12551,13770,48212,7246,3,2009
A CORUÑA,68525,3305,11450,10968,4255,23914,14633,1771,11070,7485,38494,9705,4,2006
A CORUÑA,63676,2756,10061,10210,3502,21888,15259,1588,10388,6531,35835,9334,4,2007
A CORUÑA,65019,2989,11271,10685,3060,21076,15938,1675,10330,7611,36309,9094,4,2008
A CORUÑA,84229,4645,18722,14373,3690,25364,17435,1911,12904,13766,48116,7532,4,2009
A CORUÑA,69448,3623,11824,10742,4869,24524,13866,1640,10881,7989,37842,11096,5,2005
A CORUÑA,66184,3168,10849,10666,4026,22975,14500,1717,10516,7016,37246,9689,5,2006
A CORUÑA,60719,2523,9453,10047,3099,20562,15035,1627,9722,6209,34263,8898,5,2007
A CORUÑA,63870,3034,10975,10634,3060,20418,15749,1737,9952,7588,35587,9006,5,2008
A CORUÑA,83704,4568,18476,14276,3614,25314,17456,1997,12680,13488,47770,7769,5,2009
A CORUÑA,65751,3476,10949,10472,4231,22842,13781,1635,10214,7674,35727,10501,6,2005
A CORUÑA,62794,3029,10053,10408,3434,21532,14338,1683,10009,6681,35170,9251,6,2006
A CORUÑA,59332,2555,9025,9897,3012,19916,14927,1566,9396,6064,33329,8977,6,2007
A CORUÑA,62293,2810,10832,10533,2628,19788,15702,1851,9896,7618,34538,8390,6,2008
A CORUÑA,81134,4253,17762,14189,3243,24337,17350,2033,12321,12982,46181,7617,6,2009
A CORUÑA,64251,3109,10649,10487,3799,22420,13787,1560,9960,7443,35259,10029,7,2005
A CORUÑA,61202,2581,9681,10221,3137,21235,14347,1600,9741,6424,34605,8832,7,2006
A CORUÑA,58095,2394,8882,9784,2619,19628,14788,1496,9192,6044,32771,8592,7,2007
A CORUÑA,61205,2689,10675,10541,2472,19240,15588,1633,9842,7599,34088,8043,7,2008
A CORUÑA,78568,4097,16968,13893,3195,23377,17038,1761,11898,12636,44414,7859,7,2009
A CORUÑA,64298,2950,10657,10452,3681,22643,13915,1583,10071,7324,35595,9725,8,2005
A CORUÑA,60417,2485,9562,9977,3068,21183,14142,1572,9649,6217,34492,8487,8,2006
A CORUÑA,57962,2337,9140,9715,2633,19419,14718,1524,9272,6159,32619,8388,8,2007
A CORUÑA,62506,2756,11193,10685,2496,19741,15635,1577,10044,8004,34923,7958,8,2008
A CORUÑA,80173,4094,17301,13841,3288,24413,17236,1754,12275,12749,45302,8093,8,2009
A CORUÑA,63980,3031,10596,10392,3734,22443,13784,1570,10176,7118,35365,9751,9,2005
A CORUÑA,60536,2491,9443,9889,3281,21203,14229,1578,9684,6120,34584,8570,9,2006
A CORUÑA,58159,2316,8988,9583,2837,19677,14758,1462,9208,6002,32982,8505,9,2007
A CORUÑA,63983,2860,11591,10895,2518,20385,15734,1536,10124,8159,36080,8084,9,2008
A CORUÑA,82344,4413,17927,13896,3733,24927,17448,1766,12215,13002,46655,8706,9,2009
A CORUÑA,66710,3258,11261,10590,4103,23462,14036,1673,10499,7450,38010,9078,10,2005
A CORUÑA,61913,2730,9750,9944,3530,21475,14484,1547,9874,6195,35414,8883,10,2006
A CORUÑA,59728,2451,9467,9641,3057,20096,15016,1507,9481,6050,34046,8644,10,2007
A CORUÑA,67728,3272,12908,11424,2894,21228,16002,1709,10304,8783,38415,8517,10,2008
A CORUÑA,84342,4563,18677,14162,3830,25530,17580,1826,12359,13328,47866,8963,10,2009
A CORUÑA,69347,3475,11874,10873,4369,24266,14490,1707,10800,7687,39326,9827,11,2005
A CORUÑA,64895,3021,10514,10269,3833,22362,14896,1620,10182,6562,37047,9484,11,2006
A CORUÑA,61522,2721,9915,9897,3174,20431,15384,1585,9668,6291,34942,9036,11,2007
A CORUÑA,72358,3817,14463,12121,3197,22307,16453,1818,10925,9849,40633,9133,11,2008
A CORUÑA,71894,3770,12888,11449,4343,24642,14802,1828,11657,8605,39782,10022,12,2005
A CORUÑA,65681,3152,11126,10601,3623,22116,15063,1669,10764,7247,36643,9358,12,2006
A CORUÑA,62474,2855,10699,10315,2982,20151,15472,1680,10121,7099,34686,8888,12,2007
A CORUÑA,75767,4093,16260,12982,3083,22608,16741,1975,11831,11332,41466,9163,12,2008
BADAJOZ,54405,3509,8505,5751,4935,19027,12678,2909,4556,5414,31674,9852,1,2006
BADAJOZ,52661,3037,7250,5696,4081,17814,14783,2617,4113,4936,31149,9846,1,2007
BADAJOZ,54048,3056,7554,6030,4087,17291,16030,2798,4048,5685,31852,9665,1,2008
BADAJOZ,69261,5458,13479,8832,4773,19521,17198,3741,5543,11445,39504,9028,1,2009
BADAJOZ,54637,3490,8330,5698,5010,19187,12922,2903,4529,5236,32066,9903,2,2006
BADAJOZ,52549,3013,7185,5596,4147,17679,14929,2618,4100,4852,31054,9925,2,2007
BADAJOZ,54214,3114,7604,6082,4109,17189,16116,2911,4006,5817,31654,9826,2,2008
BADAJOZ,71758,5902,14054,9050,5171,20153,17428,3794,5909,11866,40642,9547,2,2009
BADAJOZ,54218,3450,8059,5674,4905,19137,12993,2734,4444,5046,32371,9623,3,2006
BADAJOZ,52601,2959,6969,5515,4163,17837,15158,2570,4050,4707,31065,10209,3,2007
BADAJOZ,53997,3147,7580,6005,4056,17044,16165,2727,3955,5894,31545,9876,3,2008
BADAJOZ,72758,6082,13988,9135,5371,20506,17676,3725,6065,11835,41048,10085,3,2009
BADAJOZ,53613,3317,7947,5623,4730,18964,13032,2507,4365,5032,32093,9616,4,2006
BADAJOZ,52077,2959,6955,5489,4092,17480,15102,2430,4029,4776,30600,10242,4,2007
BADAJOZ,54443,3190,7685,6127,4085,17126,16230,2563,4036,6019,31814,10011,4,2008
BADAJOZ,71247,5694,13371,8954,5237,20341,17650,3456,5912,11185,40554,10140,4,2009
BADAJOZ,51227,3169,8303,5530,4670,18592,10963,2599,4313,5107,29617,9591,5,2005
BADAJOZ,53330,3233,7813,5561,4690,18849,13184,2528,4289,4891,31946,9676,5,2006
BADAJOZ,51531,2853,6713,5434,3962,17414,15155,2385,3892,4620,30428,10206,5,2007
BADAJOZ,55230,3350,8039,6329,4060,17218,16234,2571,4093,6239,32271,10056,5,2008
BADAJOZ,70366,5605,12910,8900,5065,20179,17707,3360,5772,10736,40200,10298,5,2009
BADAJOZ,51292,3279,8136,5413,4662,18637,11165,2371,4104,5093,29897,9827,6,2005
BADAJOZ,52724,3165,7450,5498,4332,18765,13514,2330,4174,4901,31589,9730,6,2006
BADAJOZ,51661,2932,6746,5445,3980,17595,14963,2254,3879,4613,30834,10081,6,2007
BADAJOZ,56159,3813,8192,6412,4114,17383,16245,2539,4029,6693,32498,10400,6,2008
BADAJOZ,69998,5469,12636,8786,4812,20436,17859,3377,5558,10188,40548,10327,6,2009
BADAJOZ,50829,3309,7984,5457,4548,18308,11223,2365,3946,5126,29516,9876,7,2005
BADAJOZ,51109,3069,7229,5404,4173,17785,13449,2286,4036,4915,30174,9698,7,2006
BADAJOZ,50125,2765,6592,5508,3777,16759,14724,2203,3678,4783,29563,9898,7,2007
BADAJOZ,55522,3690,8366,6475,3992,16904,16095,2653,3991,7007,31643,10228,7,2008
BADAJOZ,68949,5475,12410,8789,4936,19657,17682,3646,5304,10044,39425,10530,7,2009
BADAJOZ,51727,3414,8442,5525,4577,18387,11382,2461,4139,5569,29605,9953,8,2005
BADAJOZ,51941,3117,7578,5550,4197,17953,13546,2514,4154,5245,30388,9640,8,2006
BADAJOZ,50429,2743,6922,5603,3747,16649,14765,2301,3721,5164,29564,9679,8,2007
BADAJOZ,57263,3938,9184,6737,4007,17192,16205,2837,4176,7795,32197,10258,8,2008
BADAJOZ,70380,5524,12922,8968,5143,19973,17850,3894,5413,10552,39960,10561,8,2009
BADAJOZ,53388,3609,8549,5559,4792,19123,11756,2840,4267,5399,30793,10089,9,2005
BADAJOZ,52555,3135,7407,5497,4292,18315,13909,2710,4218,4963,30975,9689,9,2006
BADAJOZ,51680,2833,6908,5516,3946,17316,15161,2504,3789,4935,30661,9791,9,2007
BADAJOZ,60311,4283,9710,6909,4471,18324,16614,3312,4339,8023,34201,10436,9,2008
BADAJOZ,74127,6046,13506,9167,5890,21282,18236,4579,5607,10668,42178,11095,9,2009
BADAJOZ,54097,3690,8625,5714,4967,19058,12043,3072,4610,5387,31305,9723,10,2005
BADAJOZ,51903,3106,7251,5559,4133,17779,14075,2745,4244,4875,30339,9700,10,2006
BADAJOZ,52016,2812,6922,5562,4031,17204,15485,2703,3984,4872,30713,9744,10,2007
BADAJOZ,61744,4588,10324,7337,4515,18319,16661,3502,4721,8309,35286,9926,10,2008
BADAJOZ,74999,6178,13883,9376,5983,21146,18433,4699,5866,10541,43238,10655,10,2009
BADAJOZ,54116,3602,8597,5715,5012,18888,12302,3071,4570,5384,31235,9856,11,2005
BADAJOZ,51953,3034,7203,5565,4076,17743,14332,2802,4153,4875,30297,9826,11,2006
BADAJOZ,52272,2864,6916,5646,4088,17079,15679,2809,3980,4930,30794,9759,11,2007
BADAJOZ,63049,4831,10989,7686,4625,18235,16683,3616,4844,8995,35714,9880,11,2008
BADAJOZ,53386,3538,8719,5827,4746,18262,12294,2885,4634,5766,30412,9689,12,2005
BADAJOZ,51516,3049,7508,5775,3805,16995,14384,2669,4135,5312,29747,9653,12,2006
BADAJOZ,52406,2925,7428,5973,3918,16505,15657,2710,4039,5727,30260,9670,12,2007
BADAJOZ,65152,5095,12538,8525,4356,17985,16653,3523,5173,10974,35820,9662,12,2008
ILLES BALEARS,48036,3594,11178,6336,4301,15740,6887,338,2182,5350,39195,971,1,2006
ILLES BALEARS,46824,3456,10670,6023,4225,15357,7093,345,1983,5328,38252,916,1,2007
ILLES BALEARS,50518,3841,12387,6858,3973,15713,7746,559,1980,7019,40206,754,1,2008
ILLES BALEARS,74447,6570,22465,10915,5193,19894,9410,540,4032,16449,52320,1106,1,2009
ILLES BALEARS,45193,3305,10023,6009,4233,14977,6646,330,2102,4995,36762,1004,2,2006
ILLES BALEARS,43353,3107,9476,5639,3966,14318,6847,329,1861,4885,35446,832,2,2007
ILLES BALEARS,48335,3600,11659,6615,3815,15079,7567,548,1927,6899,38075,886,2,2008
ILLES BALEARS,74367,6543,21951,11035,5294,19977,9567,526,4146,16355,52085,1255,2,2009
ILLES BALEARS,42231,3037,8924,5645,3991,14144,6490,330,1989,4568,34318,1026,3,2006
ILLES BALEARS,39855,2822,8502,5344,3549,13093,6545,309,1759,4561,32429,797,3,2007
ILLES BALEARS,45184,3449,10792,6453,3464,13813,7213,470,1871,6932,34975,936,3,2008
ILLES BALEARS,75153,6552,21903,11204,5528,20147,9819,585,4169,16615,52121,1663,3,2009
ILLES BALEARS,35070,2458,7204,5133,3113,11439,5723,283,1767,4235,27861,924,4,2006
ILLES BALEARS,34253,2383,7215,4936,2833,10961,5925,282,1592,4354,27216,809,4,2007
ILLES BALEARS,41233,3189,9975,6262,3000,12050,6757,450,1805,7128,30837,1013,4,2008
ILLES BALEARS,71946,6269,20891,11087,5273,18916,9510,586,4023,16768,48448,2121,4,2009
ILLES BALEARS,29544,2143,6222,4935,2424,9003,4817,246,1875,4371,21719,1333,5,2005
ILLES BALEARS,28259,1920,5699,4481,2270,8925,4964,244,1622,3919,21645,829,5,2006
ILLES BALEARS,28245,1879,6035,4510,1922,8692,5207,240,1427,4246,21594,738,5,2007
ILLES BALEARS,36439,2852,9406,6083,2352,9710,6036,381,1738,7630,25690,1000,5,2008
ILLES BALEARS,66789,5770,19564,10772,4666,17018,8999,531,3822,16386,43612,2438,5,2009
ILLES BALEARS,27736,2027,5898,4763,2102,8301,4645,238,1791,4390,20062,1255,6,2005
ILLES BALEARS,26344,1773,5570,4374,1878,8009,4740,219,1565,4078,19689,793,6,2006
ILLES BALEARS,27713,1906,6138,4516,1760,8327,5066,225,1412,4672,20694,710,6,2007
ILLES BALEARS,36929,2928,10126,6422,2089,9420,5944,375,1789,8764,24854,1147,6,2008
ILLES BALEARS,64160,5364,19166,10945,3865,15909,8911,533,3825,16617,40728,2457,6,2009
ILLES BALEARS,28156,1948,6408,4927,1853,8324,4696,245,1843,5159,19776,1133,7,2005
ILLES BALEARS,26932,1698,6259,4604,1634,8013,4724,217,1552,5001,19443,719,7,2006
ILLES BALEARS,29334,1961,7203,4960,1577,8446,5187,248,1429,6086,20960,611,7,2007
ILLES BALEARS,39927,3208,11960,7008,1998,9670,6083,373,1898,10885,25553,1218,7,2008
ILLES BALEARS,64023,5103,19731,11403,3506,15465,8815,525,3811,17614,39687,2386,7,2009
ILLES BALEARS,29248,2041,7215,5208,1741,8405,4638,250,1986,6139,19846,1027,8,2005
ILLES BALEARS,28338,1873,7064,4927,1574,8148,4752,217,1648,6107,19695,671,8,2006
ILLES BALEARS,30900,2110,8294,5351,1564,8460,5121,252,1552,7356,21166,574,8,2007
ILLES BALEARS,43540,3524,13903,7764,2093,10081,6175,384,2090,13050,26729,1287,8,2008
ILLES BALEARS,66796,5212,20908,12095,3591,16020,8970,517,3940,18962,40957,2420,8,2009
ILLES BALEARS,29362,2173,6831,4925,2111,8679,4643,245,1897,5251,20900,1069,9,2005
ILLES BALEARS,28725,2043,6818,4688,1908,8494,4774,242,1702,5279,20799,703,9,2006
ILLES BALEARS,31221,2285,7845,5103,1914,8852,5222,268,1565,6375,22412,601,9,2007
ILLES BALEARS,46807,4072,14537,7883,2637,11251,6427,428,2243,12667,30056,1413,9,2008
ILLES BALEARS,72116,6024,22055,12393,4542,17646,9456,545,4178,18584,46270,2539,9,2009
ILLES BALEARS,35198,2733,7929,5223,3068,10946,5299,274,2063,5065,26901,895,10,2005
ILLES BALEARS,33704,2507,7738,4936,2727,10424,5372,270,1808,4830,26025,771,10,2006
ILLES BALEARS,37100,2987,9074,5350,2842,10995,5852,348,1733,6067,28259,693,10,2007
ILLES BALEARS,56982,5226,17333,8665,3902,14445,7411,549,2460,13056,39171,1746,10,2008
ILLES BALEARS,81683,7065,24663,13137,5568,20768,10482,674,4512,18277,55551,2669,10,2009
ILLES BALEARS,47996,3712,11015,6219,4490,15742,6818,312,2149,5185,39386,964,11,2005
ILLES BALEARS,44490,3371,10287,5793,4019,14306,6714,328,1911,4914,36380,957,11,2006
ILLES BALEARS,48119,3849,11799,6412,4023,14811,7225,417,1877,6571,38465,789,11,2007
ILLES BALEARS,70144,6396,20978,9873,5168,18811,8918,645,2824,13761,51093,1821,11,2008
ILLES BALEARS,48903,3733,11659,6430,4365,15823,6893,315,2199,5822,39626,941,12,2005
ILLES BALEARS,46284,3472,11175,6189,3924,14653,6871,335,1921,5922,37203,903,12,2006
ILLES BALEARS,50004,3900,12748,6863,3940,15137,7416,491,1988,7552,39265,708,12,2007
ILLES BALEARS,73298,6586,22587,10732,5107,19193,9093,660,3061,15561,52237,1779,12,2008
BARCELONA,206837,12005,42367,35364,9481,57695,49925,1580,52108,16842,125161,11146,1,2006
BARCELONA,199917,9886,40051,33939,8062,56224,51755,1465,49489,15704,123720,9539,1,2007
BARCELONA,213838,10952,47051,35685,8320,57783,54047,1891,50188,19871,133070,8818,1,2008
BARCELONA,338971,21128,95930,57021,13624,85262,66006,1697,68329,54280,206941,7724,1,2009
BARCELONA,209591,11866,42448,35261,9625,59490,50901,1558,52692,16468,127366,11507,2,2006
BARCELONA,197751,9297,38629,33468,7870,55843,52644,1441,49320,15082,122777,9131,2,2007
BARCELONA,220193,11685,48971,36535,8577,59198,55227,2033,51167,20806,136592,9595,2,2008
BARCELONA,357229,22555,102106,59938,14615,89736,68279,1797,73091,57035,216555,8751,2,2009
BARCELONA,209548,11566,41633,34984,9345,60136,51884,1598,52749,16098,127803,11300,3,2006
BARCELONA,197477,9160,38009,33423,7811,55970,53104,1403,49191,14697,123216,8970,3,2007
BARCELONA,222832,12143,49660,37256,8648,59627,55498,1912,52023,21846,137106,9945,3,2008
BARCELONA,373364,23636,107564,62773,15611,93371,70409,1863,76545,59312,224651,10993,3,2009
BARCELONA,204349,10720,40208,34532,8691,58621,51577,1433,52189,15666,124406,10655,4,2006
BARCELONA,194428,8714,36756,33129,7407,55267,53155,1375,48865,14401,121182,8605,4,2007
BARCELONA,228638,12555,51755,38194,8788,60976,56370,1937,53022,23411,139863,10405,4,2008
BARCELONA,380650,23469,110239,64694,15319,94948,71981,1970,79208,60572,227126,11774,4,2009
BARCELONA,200971,11000,38843,34990,9225,57779,49134,1139,50044,17053,121428,11307,5,2005
BARCELONA,200696,10386,38523,33866,8481,57844,51596,1281,51834,14984,122097,10500,5,2006
BARCELONA,192245,8271,36137,32843,7111,54853,53030,1345,48597,14257,119531,8515,5,2007
BARCELONA,233579,13320,53411,38975,8952,62028,56893,1983,53733,24746,142121,10996,5,2008
BARCELONA,381415,23016,109358,65664,15064,95413,72900,1903,80172,59956,226344,13040,5,2009
BARCELONA,198859,10409,37642,34478,8721,57751,49858,1155,49788,16568,119783,11565,6,2005
BARCELONA,199432,9663,37549,33441,8016,58590,52173,1255,51326,14838,121482,10531,6,2006
BARCELONA,193728,8349,35856,32598,7260,55849,53816,1315,48587,14581,120571,8674,6,2007
BARCELONA,238719,13330,54795,39707,8848,63838,58201,2041,54592,26050,144138,11898,6,2008
BARCELONA,371206,20934,105211,65385,13641,92931,73104,1908,78108,58004,219240,13946,6,2009
BARCELONA,207849,10441,39034,34874,8814,62234,52452,1177,51197,17250,126682,11543,7,2005
BARCELONA,205730,10283,38649,33595,8273,61339,53591,1260,52136,15719,125545,11070,7,2006
BARCELONA,202498,8737,38574,33302,7652,59270,54963,1371,50007,16288,126342,8490,7,2007
BARCELONA,247219,13312,57168,41007,9142,67176,59414,2033,56542,27469,149589,11586,7,2008
BARCELONA,378667,20420,106358,66676,14129,96020,75064,2000,78754,58219,224671,15023,7,2009
BARCELONA,215468,10795,41838,35997,9252,64599,52987,1232,53627,18677,130536,11396,8,2005
BARCELONA,210490,10657,41313,34333,8646,62726,52815,1281,53631,16960,127818,10800,8,2006
BARCELONA,210629,9455,41668,34256,8175,61685,55390,1454,51701,17699,131405,8370,8,2007
BARCELONA,262131,14270,63040,43077,9905,71361,60478,2128,59533,30207,158305,11958,8,2008
BARCELONA,396592,20771,112936,69539,14965,101430,76951,2016,82230,61266,235075,16005,8,2009
BARCELONA,209832,12232,40724,35415,9963,60700,50798,1292,52417,17423,125379,13321,9,2005
BARCELONA,200236,11042,39161,33509,8572,56972,50980,1419,50848,15811,120687,11471,9,2006
BARCELONA,201547,9933,40035,33367,8064,56674,53474,1450,49328,16726,125102,8941,9,2007
BARCELONA,268491,16533,65967,44640,10815,70458,60078,2290,60097,31823,160680,13601,9,2008
BARCELONA,402123,23476,114417,70422,16577,100905,76326,2170,81955,62065,237957,17976,9,2009
BARCELONA,202747,11923,39990,34890,9765,56854,49325,1474,50491,16925,122966,10891,10,2005
BARCELONA,198634,10975,38710,33272,8893,55801,50983,1508,49749,15208,120786,11383,10,2006
BARCELONA,198540,10284,39851,33076,8352,54418,52559,1503,48085,16555,123114,9283,10,2007
BARCELONA,283815,17177,73714,47357,10896,73486,61185,2597,62926,35069,169851,13372,10,2008
BARCELONA,408478,24186,117248,71801,16857,101117,77269,2382,82193,63516,241583,18804,10,2009
BARCELONA,202468,12286,40150,34914,9771,56215,49132,1804,49688,16684,122499,11793,11,2005
BARCELONA,197519,10651,38728,33112,8513,55410,51105,1435,48903,15034,121283,10864,11,2006
BARCELONA,197204,10148,40870,32990,7844,53283,52069,1575,47416,17298,122148,8767,11,2007
BARCELONA,300795,19022,81053,50082,11982,76459,62197,2828,66100,38255,179784,13828,11,2008
BARCELONA,200908,11803,41065,34792,9079,55389,48780,1641,50499,17088,120313,11367,12,2005
BARCELONA,199460,10067,40708,33860,7881,55658,51286,1415,50042,16179,121957,9867,12,2006
BARCELONA,201597,10200,43739,34146,7439,53853,52220,1682,48667,18949,124072,8227,12,2007
BARCELONA,315457,19385,88646,53407,11794,78964,63261,2908,70038,41668,187540,13303,12,2008
BURGOS,14327,792,2518,2112,889,4827,3189,467,3017,1438,8186,1219,1,2006
BURGOS,13200,705,2169,2033,673,4281,3339,422,2674,1354,7449,1301,1,2007
BURGOS,13897,778,2478,2210,704,4216,3511,494,2647,1746,7702,1308,1,2008
BURGOS,21364,1624,5577,3260,993,5713,4197,679,4043,3808,11713,1121,1,2009
BURGOS,14234,784,2425,2078,890,4840,3217,474,2950,1360,8134,1316,2,2006
BURGOS,13244,746,2076,2022,715,4300,3385,420,2640,1287,7509,1388,2,2007
BURGOS,14276,859,2589,2177,726,4299,3626,532,2631,1761,7928,1424,2,2008
BURGOS,22133,1723,5629,3388,1135,5936,4322,678,4211,3844,12118,1282,2,2009
BURGOS,13925,837,2276,1993,880,4754,3185,445,2884,1290,7925,1381,3,2006
BURGOS,13154,747,2061,2028,673,4285,3360,409,2644,1272,7437,1392,3,2007
BURGOS,14256,861,2582,2154,719,4291,3649,492,2591,1781,7965,1427,3,2008
BURGOS,22934,1782,5905,3512,1168,6151,4416,715,4530,3893,12341,1455,3,2009
BURGOS,12998,755,1987,1938,793,4439,3086,416,2704,1214,7298,1366,4,2006
BURGOS,12736,679,2055,1955,636,4129,3282,408,2540,1255,7122,1411,4,2007
BURGOS,14257,845,2578,2174,722,4293,3645,497,2588,1875,7861,1436,4,2008
BURGOS,23574,1846,6145,3609,1206,6279,4489,722,4674,4058,12598,1522,4,2009
BURGOS,11951,663,1764,1889,720,4140,2775,306,2599,1140,6946,960,5,2005
BURGOS,12238,670,1817,1861,713,4124,3053,379,2559,1123,6886,1291,5,2006
BURGOS,12256,640,1860,1897,591,4008,3260,382,2450,1153,6885,1386,5,2007
BURGOS,13827,834,2560,2147,662,4058,3566,496,2549,1907,7483,1392,5,2008
